time,cpu,HT0,HT1,HT2,C1C2miss
3220,2,0,4912123,0,117156
3225,2,0,28278539,0,615277
3230,2,0,26164275,0,611399
3240,2,0,25651864,0,677791
3260,2,0,12133530,0,245577
3275,2,0,30558700,0,857497
3280,2,0,4409015,0,68098
3285,2,0,25388694,0,690297
3290,2,0,26776777,0,639712
3300,2,0,24680968,0,781257
3310,2,0,34711560,0,852314
3315,2,0,18789082,0,389181
3320,2,0,11654115,0,288180
3340,2,0,4423926,0,79265
3345,2,0,28150245,0,605485
3355,2,0,12858499,0,281789
3365,2,0,5773695,0,155948
3380,2,0,11511367,0,264150
3385,2,0,28544629,0,624659
3400,2,0,4201727,0,109461
3410,2,0,26217005,0,683492
3425,2,0,5659536,0,114346
3430,2,0,34415510,0,903492
3435,2,0,18209833,0,491251
3440,2,0,11605345,0,360060
3445,2,0,27585218,0,877107
3450,2,0,3604993,0,139837
3455,2,0,34883928,0,1044660
3465,2,0,11539684,0,327993
3470,2,0,25831093,0,653971
3485,2,0,5645960,0,159169
3490,2,0,29435280,0,810710
3495,2,0,23544576,0,566672
3500,2,0,11056721,0,337617
3505,2,0,26688717,0,977619
3510,2,0,3631952,0,138043
3515,2,0,34268283,0,1093954
3520,2,0,18438114,0,538883
3525,2,0,11614332,0,279600
3540,2,0,26823691,0,639667
3550,2,0,31646093,0,879603
3560,2,0,12062274,0,356930
3565,2,0,26611971,0,621991
3585,2,0,12310405,0,291764
3590,2,0,27727550,0,644169
3605,2,0,5525513,0,117352
3615,2,0,24364552,0,583769
3620,2,0,10381212,0,265858
3630,2,0,4434191,0,119432
3640,2,0,19358181,0,501086
3655,2,0,11602473,0,267585
3670,2,0,29989437,0,667509
3680,2,0,3652723,0,105818
3695,2,0,13927484,0,317268
3705,2,0,10527510,0,274925
3715,2,0,4316196,0,116322
3720,2,0,30580294,0,765309
3760,2,0,25967539,0,912040
3770,2,0,26922710,0,823769
3775,2,0,4531495,0,219624
3780,2,0,29927456,0,738851
3790,2,0,12402895,0,297061
3795,2,0,26678991,0,605223
3800,2,0,5455501,0,100459
3805,2,0,32679183,0,842249
3815,2,0,14039466,0,332835
3860,2,0,4572847,0,121553
3870,2,0,19296823,0,447147
3875,2,0,14090403,0,403501
3885,2,0,11183404,0,335856
3890,2,0,26012936,0,871425
3905,2,0,25999058,0,607788
3910,2,0,11759910,0,231547
3915,2,0,25554832,0,688086
3940,2,0,28829366,0,676972
3945,2,0,4334196,0,119530
3955,2,0,25169697,0,702923
3960,2,0,11357265,0,365725
3970,2,0,3615520,0,179038
3975,2,0,33977775,0,973752
3985,2,0,12467884,0,345818
3990,2,0,26621357,0,760974
3995,2,0,13118039,0,290511
4005,2,0,4412681,0,133648
4010,2,0,31421866,0,684243
4020,2,0,11174341,0,320887
4030,2,0,3718275,0,171317
4045,2,0,12666938,0,317247
4050,2,0,26832200,0,755963
4060,2,0,26316889,0,694295
4065,2,0,4096895,0,94068
4080,2,0,10908725,0,287438
4090,2,0,3927805,0,100590
4095,2,0,35143445,0,775610
4115,2,0,13066796,0,290397
4125,2,0,4038782,0,113413
4140,2,0,12070810,0,310369
4155,2,0,27619937,0,654665
4165,2,0,11798386,0,290707
4170,2,0,26312144,0,711868
4175,2,0,6086002,0,392809
4185,2,0,19915188,0,521050
4190,2,0,11728150,0,533224
4195,2,0,24553153,0,871445
4205,2,0,32629049,0,1139345
4215,2,0,27727840,0,690853
4225,2,0,12806525,0,346409
4235,2,0,5557607,0,383140
4245,2,0,19585552,0,543793
4250,2,0,11638269,0,484889
4255,2,0,27031494,0,668363
4270,2,0,3831129,0,131747
4275,2,0,18095059,0,482595
4280,2,0,18404078,0,796736
4295,2,0,20846560,0,454552
4315,2,0,19905197,0,447557
4330,2,0,18475861,0,476052
4340,2,0,18963810,0,458893
4355,2,0,20188810,0,526529
4360,2,0,17340548,0,619375
4365,2,0,20171080,0,456128
4375,2,0,19407103,0,391603
4385,2,0,21681763,0,478596
4395,2,0,19737643,0,418587
4425,2,0,20544260,0,470825
4445,2,0,20636755,0,448728
4460,2,0,20795706,0,425122
4465,2,0,20189127,0,383226
4475,2,0,21802414,0,491710
4480,2,0,19563379,0,406497
4490,2,0,18841533,0,449426
4495,2,0,18077781,0,583440
10,3,0,26638970,0,239334
15,3,0,3459532,0,127816
35,3,0,28329441,0,330705
40,3,0,3857778,0,128638
50,3,0,20765826,0,420972
75,3,0,3595260,0,136500
90,3,0,11283965,0,248691
110,3,0,4311982,0,343110
120,3,0,19405314,0,226454
125,3,0,19805808,0,175533
135,3,0,18006367,0,323016
140,3,0,19783953,0,158687
145,3,0,21342851,0,142523
165,3,0,19074100,0,213337
170,3,0,19221196,0,569472
175,3,0,19132319,0,212894
185,3,0,20644673,0,323635
190,3,0,18179453,0,385447
200,3,0,19901376,0,426663
205,3,0,20954094,0,193971
210,3,0,18036354,0,179234
215,3,0,20315411,0,343762
225,3,0,19268921,0,272437
230,3,0,18360925,0,586074
235,3,0,19438323,0,211487
240,3,0,18210450,0,194054
245,3,0,19820882,0,397197
250,3,0,17340714,0,380940
255,3,0,18953554,0,214843
260,3,0,19153727,0,441318
270,3,0,17573674,0,159414
275,3,0,20188356,0,359114
280,3,0,18295864,0,198230
285,3,0,18068998,0,249360
290,3,0,19608654,0,421951
295,3,0,18069984,0,360188
300,3,0,19157022,0,194844
305,3,0,21538261,0,490936
310,3,0,17759167,0,380381
315,3,0,18413308,0,232531
320,3,0,19692975,0,549842
325,3,0,18399141,0,177238
330,3,0,18903557,0,191499
340,3,0,18467497,0,393574
350,3,0,20404819,0,439630
355,3,0,19262840,0,192737
360,3,0,19259642,0,191678
365,3,0,20665047,0,338339
375,3,0,17092702,0,362474
380,3,0,20137641,0,441213
395,3,0,20414906,0,363215
405,3,0,18489432,0,209592
410,3,0,19107151,0,406344
425,3,0,19746820,0,197523
430,3,0,18617388,0,109186
435,3,0,19406347,0,129477
440,3,0,18836357,0,364828
445,3,0,19782034,0,187266
450,3,0,18320022,0,230406
455,3,0,20217821,0,357459
465,3,0,19593846,0,159566
470,3,0,19754440,0,257469
475,3,0,17217603,0,358283
480,3,0,19415612,0,269049
495,3,0,18846667,0,242402
500,3,0,19753420,0,410120
505,3,0,20126586,0,241879
510,3,0,18265565,0,359224
515,3,0,19394942,0,373611
520,3,0,19204142,0,331392
530,3,0,18666830,0,583084
540,3,0,17627646,0,277432
560,3,0,20374235,0,410076
565,3,0,18315141,0,399224
605,3,0,18881262,0,542390
610,3,0,20109542,0,206575
635,3,0,20717804,0,246002
640,3,0,17752949,0,425360
645,3,0,19365345,0,257692
650,3,0,18250576,0,595775
655,3,0,19681622,0,194554
660,3,0,18499959,0,318647
665,3,0,20103743,0,468227
670,3,0,17705723,0,358337
675,3,0,17843134,0,421086
680,3,0,18826527,0,328823
685,3,0,19520164,0,158753
690,3,0,19051236,0,195759
705,3,0,19286496,0,274096
710,3,0,19009160,0,479826
715,3,0,18932831,0,195497
720,3,0,17023387,0,404177
725,3,0,20326887,0,367743
735,3,0,17836436,0,503392
740,3,0,19834382,0,301668
745,3,0,19152633,0,436844
765,3,0,19469403,0,321642
770,3,0,19334693,0,304701
800,3,0,18013725,0,470875
810,3,0,16499965,0,413589
835,3,0,18518739,0,409854
840,3,0,18949164,0,247939
850,3,0,18927387,0,265647
855,3,0,18541551,0,420364
865,3,0,12615905,0,111440
870,3,0,24788131,0,483554
880,3,0,26935585,0,220455
885,3,0,4699633,0,236034
890,3,0,32225060,0,558498
900,3,0,11163475,0,209442
915,3,0,31112809,0,457156
920,3,0,3800186,0,218931
930,3,0,25179784,0,423906
945,3,0,3716884,0,255627
960,3,0,11380925,0,188243
980,3,0,3878206,0,227032
990,3,0,18433440,0,328849
1000,3,0,18931808,0,245883
1005,3,0,17623588,0,532120
1010,3,0,19358889,0,274664
1025,3,0,20028762,0,469817
1035,3,0,19578776,0,333659
1040,3,0,18691260,0,452562
1050,3,0,18806096,0,253261
1055,3,0,19406363,0,514313
1065,3,0,18016456,0,518907
1070,3,0,19214344,0,304971
1075,3,0,20034631,0,212684
1080,3,0,17691944,0,228495
1090,3,0,19538102,0,154825
1095,3,0,19314253,0,144822
1100,3,0,19408212,0,106663
1105,3,0,19276267,0,360236
1110,3,0,19324952,0,245797
1115,3,0,20896788,0,333444
1120,3,0,18991484,0,367213
1125,3,0,18795401,0,391964
1130,3,0,19293564,0,304289
1135,3,0,21428746,0,133715
1140,3,0,16443856,0,446647
1145,3,0,20499761,0,275667
1150,3,0,19453666,0,233277
1155,3,0,19266091,0,307782
1160,3,0,19042585,0,399357
1165,3,0,19027230,0,220116
1170,3,0,18366208,0,500240
1175,3,0,20654712,0,285569
1185,3,0,19689773,0,342075
1190,3,0,19217982,0,267278
1195,3,0,18566313,0,385435
1200,3,0,19223058,0,269394
1205,3,0,18942573,0,443500
1215,3,0,19709118,0,376223
1220,3,0,16601059,0,449000
1225,3,0,18259372,0,416080
1230,3,0,18645308,0,325577
1235,3,0,18651433,0,458237
1240,3,0,17538804,0,421970
1245,3,0,19416178,0,392081
1250,3,0,19202797,0,231270
1265,3,0,20668055,0,194530
1270,3,0,18788401,0,235733
1275,3,0,18655028,0,558563
1280,3,0,18497164,0,210766
1285,3,0,19074831,0,213305
1290,3,0,17602070,0,581432
1295,3,0,20183432,0,187522
1300,3,0,19099265,0,345558
1305,3,0,19045550,0,424491
1315,3,0,18811428,0,233570
1330,3,0,18461519,0,170483
1335,3,0,18594690,0,330038
1340,3,0,18959241,0,215354
1350,3,0,19456940,0,332562
1360,3,0,19391649,0,197828
1365,3,0,18217268,0,607583
1370,3,0,19752057,0,193821
1375,3,0,18179131,0,262091
1380,3,0,19428440,0,355730
1385,3,0,20488632,0,240047
1390,3,0,16980404,0,290042
1395,3,0,20237349,0,418712
1400,3,0,16874976,0,407163
1405,3,0,19276808,0,195263
1410,3,0,18949133,0,297506
1415,3,0,19917461,0,162554
1420,3,0,18568827,0,216661
1425,3,0,20308051,0,382237
1430,3,0,18856355,0,204090
1435,3,0,17835003,0,379818
1440,3,0,19490161,0,310136
1445,3,0,20121677,0,254982
1470,3,0,18324801,0,459882
1475,3,0,20174425,0,210208
1480,3,0,19252770,0,274806
1485,3,0,19148569,0,383550
1490,3,0,19463709,0,233463
1495,3,0,18504287,0,231988
1500,3,0,19656076,0,358335
1505,3,0,18295359,0,374904
1510,3,0,18432102,0,237568
1515,3,0,19420488,0,500702
1520,3,0,18761337,0,167346
1530,3,0,18971005,0,172827
1535,3,0,19764481,0,238111
1550,3,0,18263948,0,285211
1565,3,0,18879933,0,383424
1580,3,0,18332993,0,370353
1595,3,0,17469604,0,416841
1635,3,0,20052793,0,451103
1645,3,0,18503864,0,287828
1650,3,0,19805794,0,363798
1655,3,0,18491370,0,396951
1675,3,0,18496611,0,263617
1700,3,0,18611701,0,217531
1710,3,0,19699658,0,420270
1715,3,0,21106847,0,233453
1745,3,0,20177546,0,213124
1765,3,0,19047183,0,262055
1770,3,0,19707325,0,384321
1775,3,0,19710285,0,246785
1780,3,0,18834829,0,368245
1795,3,0,19823971,0,219851
1805,3,0,19401261,0,394347
1815,3,0,20097379,0,393490
1825,3,0,19175853,0,240101
1885,3,0,19580073,0,237581
1890,3,0,18873041,0,551349
1895,3,0,20458475,0,212779
1915,3,0,19063164,0,425435
1920,3,0,19362166,0,482879
1925,3,0,20621205,0,165382
1930,3,0,20141007,0,205242
1935,3,0,18792037,0,606849
1940,3,0,18545883,0,173785
1945,3,0,20781286,0,141632
1950,3,0,19969279,0,337487
1955,3,0,18639450,0,399871
1960,3,0,11184074,0,295905
1965,3,0,26356680,0,478852
1975,3,0,26133912,0,445556
1980,3,0,4076048,0,270459
1995,3,0,12397022,0,368287
2000,3,0,28275849,0,197781
2020,3,0,11473830,0,249229
2070,3,0,35612228,0,433215
2115,3,0,11580811,0,311626
2125,3,0,3609071,0,145106
2135,3,0,18025353,0,439397
2140,3,0,11805249,0,257054
2145,3,0,26440062,0,206714
2155,3,0,26791328,0,341564
2180,3,0,27336583,0,304970
2185,3,0,4399407,0,135392
2200,3,0,11751852,0,166046
2205,3,0,26995151,0,154644
2215,3,0,27641982,0,215034
2220,3,0,4166709,0,85717
2225,3,0,30907734,0,316080
2235,3,0,11335354,0,305200
2240,3,0,27011428,0,237858
2245,3,0,4463092,0,141503
2255,3,0,20229966,0,237219
2260,3,0,11768626,0,312164
2265,3,0,24912118,0,478789
2275,3,0,28709500,0,287480
2280,3,0,4382227,0,250836
2290,3,0,25499073,0,460770
2295,3,0,11880816,0,312761
2305,3,0,4286636,0,131472
2310,3,0,32568622,0,584863
2320,3,0,12044541,0,181561
2340,3,0,3935835,0,261290
2345,3,0,27244717,0,306616
2350,3,0,25421986,0,467611
2355,3,0,10903074,0,366175
2365,3,0,4172318,0,132562
2375,3,0,19748576,0,367513
2380,3,0,12451671,0,311479
2385,3,0,25792720,0,540413
2390,3,0,6981993,0,120656
2400,3,0,3971621,0,230971
2405,3,0,17163721,0,376938
2415,3,0,18691153,0,410623
2430,3,0,18018950,0,485032
2440,3,0,19167434,0,484277
2445,3,0,19427728,0,264992
2455,3,0,18089840,0,445345
2460,3,0,18257568,0,450474
2475,3,0,16703195,0,382161
2480,3,0,19330156,0,227834
2485,3,0,17531744,0,440305
2490,3,0,19348884,0,244013
2505,3,0,19491476,0,255100
2510,3,0,19265979,0,195599
2525,3,0,20074411,0,230854
2530,3,0,18918476,0,524525
2535,3,0,18927953,0,309045
2545,3,0,19565310,0,329322
2555,3,0,20039883,0,206941
2560,3,0,18728080,0,619851
2565,3,0,17541657,0,458133
2570,3,0,17515389,0,407116
2585,3,0,19693016,0,282897
2590,3,0,18619970,0,607205
2615,3,0,21049615,0,208242
2670,3,0,20497811,0,240692
2675,3,0,22350063,0,267515
2700,3,0,19159443,0,275579
2735,3,0,20658306,0,232181
2740,3,0,19121422,0,638522
2745,3,0,19167597,0,205681
2750,3,0,17874827,0,410007
2765,3,0,19651747,0,159272
2775,3,0,18633547,0,183023
2785,3,0,21242328,0,354986
2790,3,0,19007144,0,239129
2795,3,0,20854008,0,183555
2800,3,0,18946863,0,450568
2805,3,0,17770740,0,405326
2815,3,0,20253827,0,404966
2820,3,0,17206406,0,379399
2830,3,0,19583704,0,441969
2840,3,0,18243700,0,240864
2875,3,0,19028304,0,407105
2885,3,0,19288763,0,212224
2915,3,0,20843016,0,168561
2945,3,0,19560752,0,234735
2960,3,0,18805477,0,187215
2965,3,0,19682356,0,513280
2990,3,0,19563802,0,202916
3005,3,0,20074604,0,252088
3025,3,0,18772683,0,362416
3040,3,0,19382359,0,454723
3050,3,0,18117075,0,427559
3060,3,0,18306769,0,203522
3065,3,0,19404253,0,443453
3070,3,0,20079621,0,437513
3080,3,0,17837552,0,415121
3085,3,0,19126021,0,392580
3090,3,0,19256077,0,244297
3095,3,0,20377047,0,186930
3105,3,0,18870662,0,242318
3120,3,0,18647633,0,199448
3125,3,0,19984916,0,254369
3165,3,0,12153196,0,207299
3180,3,0,26468789,0,238193
3185,3,0,4914910,0,142048
3195,3,0,19081224,0,164413
3215,3,0,32680382,0,319408
3220,3,0,4867547,0,307415
3235,3,0,11843437,0,407305
3240,3,0,25670604,0,454206
3245,3,0,4804405,0,161618
3260,3,0,12130009,0,227645
3265,3,0,26125227,0,719687
3295,3,0,12028055,0,433125
3305,3,0,4882400,0,197198
3320,3,0,11624422,0,179033
3335,3,0,29181560,0,551328
3345,3,0,28123509,0,248235
3360,3,0,27576903,0,211264
3365,3,0,5726756,0,212489
3370,3,0,32543739,0,843875
3375,3,0,19661739,0,187162
3380,3,0,11467313,0,160140
3400,3,0,4191610,0,242470
3405,3,0,26953093,0,230475
3415,3,0,11393727,0,405228
3420,3,0,26058951,0,352593
3430,3,0,34426752,0,576129
3440,3,0,11638191,0,265904
3445,3,0,27541864,0,349479
3480,3,0,27381027,0,262654
3485,3,0,5613307,0,226609
3510,3,0,3636018,0,68620
3545,3,0,5236653,0,255502
3560,3,0,12025835,0,134344
3565,3,0,26641474,0,513142
3570,3,0,3672663,0,133198
3580,3,0,19578616,0,355146
3585,3,0,12267804,0,197358
3590,3,0,27768018,0,232168
3595,3,0,12070901,0,435375
3605,3,0,5488744,0,237519
3630,3,0,4367764,0,118048
3635,3,0,33240538,0,639187
3640,3,0,19370805,0,363321
3645,3,0,11761272,0,201240
3655,3,0,11722087,0,298486
3660,3,0,27797142,0,311528
3665,3,0,5147420,0,269723
3675,3,0,23256293,0,428006
3680,3,0,3657095,0,166995
3695,3,0,13887682,0,333122
3700,3,0,27145777,0,344339
3710,3,0,27866999,0,218681
3725,3,0,26172690,0,158599
3730,3,0,11717570,0,207542
3735,3,0,26945086,0,322998
3740,3,0,3746795,0,63010
3750,3,0,17240001,0,376584
3755,3,0,13171212,0,107763
3815,3,0,14005869,0,366531
3820,3,0,27330139,0,279147
3825,3,0,11114398,0,290374
3830,3,0,25355664,0,603062
3835,3,0,4558136,0,156055
3845,3,0,22007706,0,563375
3850,3,0,12014274,0,240321
3855,3,0,27139971,0,231005
3860,3,0,4512390,0,255114
3875,3,0,14151507,0,301207
3895,3,0,3935074,0,78342
3920,3,0,20157467,0,357386
3925,3,0,11996076,0,187910
3940,3,0,28840698,0,319530
3945,3,0,4298165,0,114413
3960,3,0,11390921,0,275698
3965,3,0,31104918,0,155701
3970,3,0,3625089,0,64804
3980,3,0,19909685,0,150026
4005,3,0,4388902,0,98729
4015,3,0,23571654,0,405697
4035,3,0,34537049,0,373805
4055,3,0,12981453,0,500793
4065,3,0,4066473,0,116714
4075,3,0,24187069,0,275481
4085,3,0,28117726,0,704616
4090,3,0,3934183,0,139045
4100,3,0,18115712,0,507406
4105,3,0,12218618,0,193944
4110,3,0,25720165,0,369235
4130,3,0,31770635,0,620541
4135,3,0,21726921,0,427367
4140,3,0,12025774,0,190393
4150,3,0,3939661,0,139366
4160,3,0,25934099,0,557825
4180,3,0,32845708,0,471523
4195,3,0,24547751,0,500346
4200,3,0,6787315,0,85198
4210,3,0,3959570,0,66309
4220,3,0,26652354,0,343898
4250,3,0,11641764,0,117294
4265,3,0,32655040,0,208543
4270,3,0,3819481,0,73674
4295,3,0,20838012,0,426140
4305,3,0,21071724,0,281351
4310,3,0,16646754,0,443835
4320,3,0,17623952,0,391367
4325,3,0,20753395,0,449997
4335,3,0,18512862,0,261399
4355,3,0,20183525,0,621216
4365,3,0,20137009,0,224186
4390,3,0,19488028,0,202388
4395,3,0,19731786,0,202373
4400,3,0,19809455,0,432649
4405,3,0,18604034,0,389946
4430,3,0,18459180,0,412034
4440,3,0,19120962,0,204734
4445,3,0,20639826,0,382939
4455,3,0,19117867,0,314351
4465,3,0,20185579,0,199617
4470,3,0,18373783,0,390452
4475,3,0,21788062,0,447831
4485,3,0,21192239,0,177284
